FlightNumber,Departure,DepartureCode,Arrival,ArrivalCode,Duration,Airline,Aircraft,Category,Price,SeatCapacity,AvailableSeats,DepartureDate,DepartureHour,ArrivalDate,ArrivalHour
GA437,New York,JFK,Dubai,DXB,8620,Qatar Airways,Airbus A320,Business,687.53,101,71,2025-05-01,11:09:58,2025-05-01,13:33:38
QA893,Tokyo,HND,New York,JFK,16781,Garuda Indonesia,Boeing 777,Premium Economy,438.1,196,64,2025-03-13,01:12:23,2025-03-13,05:52:04
EM585,London,LHR,New York,JFK,11501,Emirates,Boeing 787,Premium Economy,489.59,177,154,2025-03-16,11:54:26,2025-03-16,15:06:07
GA428,Tokyo,HND,London,LHR,12004,Emirates,Boeing 777,First Class,992.85,121,108,2025-04-09,05:26:20,2025-04-09,08:46:24
SI490,Jakarta,CGK,Dubai,DXB,10074,Qatar Airways,Airbus A320,First Class,976.28,178,112,2025-04-05,08:24:19,2025-04-05,11:12:13
QA158,Sydney,SYD,Jakarta,CGK,12247,Qatar Airways,Boeing 787,First Class,975.91,135,68,2025-03-22,20:24:01,2025-03-22,23:48:08
GA271,Dubai,DXB,Jakarta,CGK,8106,Emirates,Airbus A320,Premium Economy,387.7,143,80,2025-04-07,00:31:45,2025-04-07,02:46:51
QA622,Tokyo,HND,Sydney,SYD,15025,Qatar Airways,Boeing 777,Business,844.8,131,99,2025-05-12,22:46:25,2025-05-13,02:56:50
QA473,London,LHR,Sydney,SYD,16808,Singapore Airlines,Airbus A380,Economy,173.98,179,64,2025-04-27,04:17:28,2025-04-27,08:57:36
QA925,Madrid,MAD,Tokyo,HND,8203,Garuda Indonesia,Boeing 777,Economy,238.67,165,135,2025-03-29,02:52:37,2025-03-29,05:09:20
AI989,Madrid,MAD,Jakarta,CGK,7825,Garuda Indonesia,Boeing 787,Premium Economy,558.55,187,91,2025-05-05,13:17:37,2025-05-05,15:28:02
AI775,Sydney,SYD,Madrid,MAD,16973,Singapore Airlines,Boeing 737,Economy,148.66,159,128,2025-04-27,16:20:10,2025-04-27,21:03:03
EM333,Tokyo,HND,New York,JFK,14984,Emirates,Boeing 777,First Class,997.13,121,112,2025-03-07,21:18:12,2025-03-08,01:27:56
QA431,Madrid,MAD,Tokyo,HND,16576,Singapore Airlines,Boeing 737,Premium Economy,514.22,106,24,2025-03-09,17:56:23,2025-03-09,22:32:39
AI575,New York,JFK,Sydney,SYD,17315,AirAsia,Boeing 737,Premium Economy,333.44,198,18,2025-03-06,13:50:25,2025-03-06,18:39:00
GA413,Sydney,SYD,Madrid,MAD,9515,Garuda Indonesia,Airbus A320,Business,782.61,126,116,2025-03-21,18:36:42,2025-03-21,21:15:17
QA680,Sydney,SYD,Tokyo,HND,10334,Emirates,Boeing 777,Business,634.7,190,113,2025-05-07,04:52:27,2025-05-07,07:44:41
EM472,Dubai,DXB,New York,JFK,17564,Qatar Airways,Airbus A380,Premium Economy,430.01,123,64,2025-05-29,05:52:17,2025-05-29,10:45:01
AI713,Madrid,MAD,Tokyo,HND,12191,Singapore Airlines,Airbus A320,Premium Economy,431.07,168,119,2025-05-23,15:57:42,2025-05-23,19:20:53
GA235,London,LHR,Tokyo,HND,8352,Singapore Airlines,Boeing 737,Premium Economy,397.55,126,63,2025-05-03,08:39:48,2025-05-03,10:59:00
AI793,New York,JFK,London,LHR,16452,Emirates,Airbus A380,Economy,194.85,137,84,2025-05-01,08:30:35,2025-05-01,13:04:47
EM324,New York,JFK,Jakarta,CGK,13807,Garuda Indonesia,Boeing 737,Premium Economy,473.01,197,40,2025-04-03,23:42:26,2025-04-04,03:32:33
AI419,Jakarta,CGK,Madrid,MAD,14873,Qatar Airways,Boeing 777,Business,752.35,184,181,2025-06-02,06:38:50,2025-06-02,10:46:43
SI608,Tokyo,HND,New York,JFK,13403,AirAsia,Boeing 737,Business,757.55,124,103,2025-05-03,20:57:05,2025-05-04,00:40:28
EM281,New York,JFK,Sydney,SYD,8920,Singapore Airlines,Boeing 787,Economy,109.68,165,16,2025-04-27,23:56:13,2025-04-28,02:24:53
SI381,Madrid,MAD,Dubai,DXB,13510,Qatar Airways,Boeing 777,Premium Economy,399.85,117,57,2025-05-07,10:25:26,2025-05-07,14:10:36
EM117,Dubai,DXB,Madrid,MAD,9727,Emirates,Airbus A320,First Class,950.65,101,82,2025-05-07,08:41:26,2025-05-07,11:23:33
AI178,London,LHR,Madrid,MAD,8967,Garuda Indonesia,Airbus A380,Premium Economy,325.86,126,98,2025-03-21,07:24:03,2025-03-21,09:53:30
EM119,Sydney,SYD,London,LHR,16754,Emirates,Airbus A320,First Class,908.47,152,66,2025-03-21,01:08:04,2025-03-21,05:47:18
QA743,Dubai,DXB,Tokyo,HND,12878,AirAsia,Airbus A320,Premium Economy,343.6,167,50,2025-05-11,18:18:54,2025-05-11,21:53:32
EM589,Jakarta,CGK,New York,JFK,9310,Qatar Airways,Boeing 777,First Class,988.36,193,74,2025-04-20,07:56:41,2025-04-20,10:31:51
AI326,Madrid,MAD,New York,JFK,8170,Singapore Airlines,Boeing 787,Premium Economy,464.32,193,85,2025-05-14,01:35:09,2025-05-14,03:51:19
EM428,Jakarta,CGK,Madrid,MAD,9707,Emirates,Airbus A320,Economy,110.46,116,43,2025-05-05,23:40:53,2025-05-06,02:22:40
SI798,Jakarta,CGK,Tokyo,HND,9556,AirAsia,Airbus A320,Business,849.45,125,71,2025-03-06,07:30:39,2025-03-06,10:09:55
QA175,Sydney,SYD,Madrid,MAD,8796,Qatar Airways,Airbus A380,Economy,222.82,138,71,2025-05-15,19:30:03,2025-05-15,21:56:39
AI774,Madrid,MAD,New York,JFK,10895,Emirates,Airbus A320,Premium Economy,555.39,186,112,2025-06-03,11:48:25,2025-06-03,14:50:00
AI852,Tokyo,HND,London,LHR,13981,Singapore Airlines,Boeing 777,First Class,990.4,177,174,2025-05-25,14:53:19,2025-05-25,18:46:20
AI378,Tokyo,HND,Madrid,MAD,9891,Garuda Indonesia,Airbus A320,Economy,194.36,167,160,2025-05-16,18:16:04,2025-05-16,21:00:55
EM349,New York,JFK,Jakarta,CGK,10792,AirAsia,Airbus A380,Business,861.99,100,29,2025-05-14,02:04:19,2025-05-14,05:04:11
QA401,Tokyo,HND,New York,JFK,11822,Garuda Indonesia,Airbus A380,Economy,258.79,168,106,2025-04-05,00:30:52,2025-04-05,03:47:54
SI927,Tokyo,HND,New York,JFK,9759,Garuda Indonesia,Boeing 777,First Class,903.77,148,129,2025-03-13,12:55:40,2025-03-13,15:38:19
AI411,Jakarta,CGK,London,LHR,12532,Qatar Airways,Boeing 777,First Class,983.57,157,28,2025-03-19,11:20:59,2025-03-19,14:49:51
AI955,Madrid,MAD,Tokyo,HND,17185,Qatar Airways,Boeing 777,First Class,930.19,142,117,2025-03-11,18:40:27,2025-03-11,23:26:52
AI173,Sydney,SYD,London,LHR,10660,Singapore Airlines,Airbus A380,Premium Economy,518.36,158,52,2025-05-27,20:51:10,2025-05-27,23:48:50
GA909,Sydney,SYD,Jakarta,CGK,9167,Emirates,Airbus A320,Premium Economy,462.98,125,37,2025-05-19,08:37:27,2025-05-19,11:10:14
AI951,Tokyo,HND,London,LHR,12203,AirAsia,Boeing 737,Premium Economy,507.96,157,147,2025-03-08,09:37:08,2025-03-08,13:00:31
SI351,London,LHR,Tokyo,HND,17585,AirAsia,Airbus A320,Premium Economy,352.38,119,74,2025-04-30,07:40:58,2025-04-30,12:34:03
AI905,Jakarta,CGK,Dubai,DXB,14492,Qatar Airways,Airbus A320,First Class,952.55,114,53,2025-04-30,06:25:34,2025-04-30,10:27:06
SI693,Sydney,SYD,London,LHR,12722,Garuda Indonesia,Boeing 737,Business,821.08,116,39,2025-04-09,14:28:42,2025-04-09,18:00:44
SI657,Tokyo,HND,London,LHR,17761,Garuda Indonesia,Airbus A380,Economy,259.6,149,38,2025-06-02,16:01:24,2025-06-02,20:57:25
GA461,Madrid,MAD,Sydney,SYD,9702,Emirates,Boeing 737,Premium Economy,576.24,157,104,2025-04-06,22:32:39,2025-04-07,01:14:21
SI822,London,LHR,Madrid,MAD,8788,Garuda Indonesia,Boeing 777,First Class,951.38,154,12,2025-05-19,04:50:28,2025-05-19,07:16:56
GA746,Tokyo,HND,Jakarta,CGK,14490,Qatar Airways,Boeing 737,Economy,268.03,176,22,2025-05-16,04:28:27,2025-05-16,08:29:57
EM357,Dubai,DXB,London,LHR,11253,Qatar Airways,Airbus A320,First Class,926.59,157,116,2025-04-17,18:50:51,2025-04-17,21:58:24
AI579,Sydney,SYD,Madrid,MAD,13587,Emirates,Boeing 737,Premium Economy,589.37,142,120,2025-03-30,13:17:55,2025-03-30,17:04:22
GA660,New York,JFK,London,LHR,12950,Singapore Airlines,Boeing 737,First Class,931.42,132,27,2025-04-13,11:18:36,2025-04-13,14:54:26
EM755,Tokyo,HND,London,LHR,10896,AirAsia,Boeing 737,Economy,157.08,115,42,2025-03-18,17:56:48,2025-03-18,20:58:24
QA295,London,LHR,Madrid,MAD,7419,AirAsia,Boeing 777,Business,625.52,143,38,2025-05-31,09:07:19,2025-05-31,11:10:58
QA133,Madrid,MAD,London,LHR,11276,AirAsia,Boeing 777,Economy,244.99,188,140,2025-05-12,14:56:07,2025-05-12,18:04:03
EM298,Sydney,SYD,Madrid,MAD,13850,Singapore Airlines,Boeing 777,Premium Economy,422.82,115,50,2025-04-09,01:24:20,2025-04-09,05:15:10
GA224,Dubai,DXB,London,LHR,7590,AirAsia,Boeing 787,Premium Economy,582.09,182,54,2025-05-01,20:18:37,2025-05-01,22:25:07
SI215,Tokyo,HND,Madrid,MAD,12685,Garuda Indonesia,Airbus A380,Business,869.99,145,10,2025-04-01,01:47:41,2025-04-01,05:19:06
GA139,Madrid,MAD,London,LHR,7832,Singapore Airlines,Airbus A380,Premium Economy,315.41,122,62,2025-03-06,23:16:40,2025-03-07,01:27:12
SI937,New York,JFK,Dubai,DXB,16252,Emirates,Airbus A320,First Class,958.14,133,108,2025-03-29,05:47:12,2025-03-29,10:18:04
AI693,New York,JFK,London,LHR,12746,AirAsia,Airbus A320,First Class,987.44,164,88,2025-04-23,23:17:53,2025-04-24,02:50:19
AI160,Madrid,MAD,Tokyo,HND,15638,AirAsia,Airbus A320,Business,804.92,178,43,2025-05-04,02:08:14,2025-05-04,06:28:52
QA590,New York,JFK,London,LHR,13563,Emirates,Boeing 777,First Class,975.23,103,50,2025-04-21,16:07:53,2025-04-21,19:53:56
QA508,Tokyo,HND,Madrid,MAD,14209,Singapore Airlines,Boeing 737,First Class,907.14,192,162,2025-03-29,06:55:35,2025-03-29,10:52:24
EM198,New York,JFK,Madrid,MAD,10248,Singapore Airlines,Boeing 787,First Class,956.52,114,77,2025-03-27,20:59:28,2025-03-27,23:50:16
AI949,Tokyo,HND,Jakarta,CGK,17768,Emirates,Boeing 737,Premium Economy,529.78,160,111,2025-04-20,10:15:50,2025-04-20,15:11:58
GA862,London,LHR,Sydney,SYD,17381,Emirates,Boeing 777,Premium Economy,467.68,112,24,2025-05-13,21:18:05,2025-05-14,02:07:46
QA474,Dubai,DXB,Sydney,SYD,9731,Emirates,Airbus A380,Business,783.49,100,12,2025-04-27,08:48:31,2025-04-27,11:30:42
QA629,Tokyo,HND,Sydney,SYD,16076,Qatar Airways,Boeing 737,Economy,210.64,178,30,2025-04-20,15:45:53,2025-04-20,20:13:49
AI104,London,LHR,Tokyo,HND,10444,AirAsia,Airbus A320,Premium Economy,541.43,128,72,2025-04-20,01:18:52,2025-04-20,04:12:56
SI300,New York,JFK,Jakarta,CGK,17050,Singapore Airlines,Airbus A320,Economy,178.31,156,49,2025-04-21,23:39:50,2025-04-22,04:24:00
GA174,Sydney,SYD,New York,JFK,16388,Qatar Airways,Boeing 777,Premium Economy,464.64,178,45,2025-03-13,23:01:05,2025-03-14,03:34:13
GA831,Jakarta,CGK,London,LHR,8535,Qatar Airways,Boeing 787,Business,698.01,144,67,2025-05-05,03:38:08,2025-05-05,06:00:23
SI120,New York,JFK,Tokyo,HND,14514,AirAsia,Boeing 787,Premium Economy,401.79,146,99,2025-03-18,17:34:09,2025-03-18,21:36:03
AI235,London,LHR,Tokyo,HND,14288,Garuda Indonesia,Boeing 787,Economy,292.92,157,16,2025-04-09,10:44:34,2025-04-09,14:42:42
GA179,New York,JFK,Madrid,MAD,15733,AirAsia,Boeing 737,Business,899.99,125,36,2025-03-17,04:41:49,2025-03-17,09:04:02
SI533,Jakarta,CGK,Tokyo,HND,16307,Garuda Indonesia,Boeing 777,Business,753.07,116,44,2025-03-21,23:35:39,2025-03-22,04:07:26
AI257,Dubai,DXB,London,LHR,12284,Qatar Airways,Airbus A320,Economy,152.88,110,75,2025-04-19,13:26:12,2025-04-19,16:50:56
EM781,Sydney,SYD,Tokyo,HND,10458,Garuda Indonesia,Airbus A380,Economy,246.62,164,31,2025-03-15,17:12:31,2025-03-15,20:06:49
GA592,London,LHR,Sydney,SYD,9386,AirAsia,Boeing 737,First Class,971.17,118,50,2025-05-28,05:26:33,2025-05-28,08:02:59
GA166,Dubai,DXB,Sydney,SYD,8706,AirAsia,Airbus A380,Economy,225.82,124,71,2025-03-26,14:27:47,2025-03-26,16:52:53
GA551,Sydney,SYD,Tokyo,HND,16679,Qatar Airways,Airbus A320,Business,885.99,190,160,2025-05-31,17:30:59,2025-05-31,22:08:58
EM132,Madrid,MAD,Sydney,SYD,7646,Qatar Airways,Boeing 737,Business,814.29,160,156,2025-05-01,06:04:59,2025-05-01,08:12:25
EM886,New York,JFK,Dubai,DXB,14064,Singapore Airlines,Airbus A380,Premium Economy,319.82,172,125,2025-04-27,01:44:22,2025-04-27,05:38:46
SI274,London,LHR,Sydney,SYD,15314,Singapore Airlines,Boeing 737,Business,898.45,167,44,2025-04-30,21:01:27,2025-05-01,01:16:41
EM389,Madrid,MAD,Sydney,SYD,10802,AirAsia,Boeing 787,Business,865.14,179,12,2025-05-25,19:38:13,2025-05-25,22:38:15
QA543,New York,JFK,Jakarta,CGK,12805,Singapore Airlines,Airbus A380,Premium Economy,543.11,143,10,2025-03-28,18:46:37,2025-03-28,22:20:02
AI836,Dubai,DXB,Madrid,MAD,8490,Qatar Airways,Boeing 777,First Class,933.07,140,20,2025-03-17,04:10:12,2025-03-17,06:31:42
QA406,London,LHR,Dubai,DXB,10703,AirAsia,Boeing 787,First Class,993.63,104,39,2025-03-19,04:36:43,2025-03-19,07:35:06
EM358,Tokyo,HND,New York,JFK,12130,Singapore Airlines,Boeing 787,Premium Economy,541.24,151,129,2025-03-19,23:09:14,2025-03-20,02:31:24
GA788,Sydney,SYD,Dubai,DXB,7516,Singapore Airlines,Boeing 787,Premium Economy,540.23,163,144,2025-04-22,11:16:50,2025-04-22,13:22:06
SI614,London,LHR,New York,JFK,16176,Singapore Airlines,Boeing 737,Premium Economy,586.14,145,93,2025-04-26,21:21:02,2025-04-27,01:50:38
EM494,Jakarta,CGK,Madrid,MAD,8519,Qatar Airways,Airbus A380,Economy,295.01,111,89,2025-04-29,19:11:38,2025-04-29,21:33:37
GA111,Madrid,MAD,London,LHR,11803,AirAsia,Boeing 777,Economy,295.26,125,115,2025-05-12,15:43:52,2025-05-12,19:00:35
QA756,New York,JFK,Dubai,DXB,8863,Qatar Airways,Boeing 737,Business,653.99,172,20,2025-04-12,07:01:00,2025-04-12,09:28:43
SI778,New York,JFK,Jakarta,CGK,16315,Singapore Airlines,Airbus A320,Business,865.18,158,50,2025-03-15,10:36:46,2025-03-15,15:08:41
EM414,Madrid,MAD,New York,JFK,16470,AirAsia,Boeing 777,Economy,250.31,159,90,2025-04-20,02:05:19,2025-04-20,06:39:49
EM949,Sydney,SYD,Madrid,MAD,15012,AirAsia,Boeing 787,Premium Economy,405.25,128,96,2025-05-07,21:44:35,2025-05-08,01:54:47
GA348,Sydney,SYD,Dubai,DXB,10873,AirAsia,Boeing 777,Premium Economy,594.01,114,94,2025-03-26,05:13:55,2025-03-26,08:15:08
SI219,Dubai,DXB,Sydney,SYD,9847,Garuda Indonesia,Boeing 737,Premium Economy,427.98,193,141,2025-03-17,06:48:46,2025-03-17,09:32:53
GA780,Tokyo,HND,New York,JFK,8475,Emirates,Airbus A320,Economy,159.53,171,22,2025-05-19,23:18:58,2025-05-20,01:40:13
EM172,Sydney,SYD,Madrid,MAD,13072,Qatar Airways,Boeing 777,Economy,190.38,126,32,2025-04-21,05:57:00,2025-04-21,09:34:52
EM883,Tokyo,HND,Madrid,MAD,13418,AirAsia,Boeing 737,Business,891.35,133,28,2025-04-18,12:32:34,2025-04-18,16:16:12
GA594,Sydney,SYD,Jakarta,CGK,8200,Emirates,Boeing 777,Economy,186.58,147,18,2025-04-26,04:23:50,2025-04-26,06:40:30
EM290,Jakarta,CGK,Sydney,SYD,13987,Garuda Indonesia,Boeing 737,Business,894.08,185,63,2025-03-23,14:41:12,2025-03-23,18:34:19
EM699,New York,JFK,Sydney,SYD,12747,Garuda Indonesia,Boeing 737,First Class,950.92,113,70,2025-05-24,04:38:37,2025-05-24,08:11:04
SI525,Jakarta,CGK,Sydney,SYD,11920,Emirates,Boeing 787,Business,646.34,129,118,2025-03-21,02:06:24,2025-03-21,05:25:04
AI969,Jakarta,CGK,New York,JFK,12024,Qatar Airways,Airbus A320,Premium Economy,370.47,173,39,2025-05-15,04:10:17,2025-05-15,07:30:41
SI625,Tokyo,HND,London,LHR,12812,Garuda Indonesia,Airbus A320,Economy,268.17,193,67,2025-06-03,17:01:56,2025-06-03,20:35:28
AI330,Sydney,SYD,Madrid,MAD,14129,Singapore Airlines,Airbus A320,First Class,984.12,198,105,2025-05-12,07:46:31,2025-05-12,11:42:00
QA801,Jakarta,CGK,Tokyo,HND,12521,AirAsia,Airbus A380,Economy,269.08,102,56,2025-05-04,02:17:17,2025-05-04,05:45:58
AI638,New York,JFK,Sydney,SYD,8210,Qatar Airways,Airbus A380,First Class,926.01,197,74,2025-03-21,00:46:51,2025-03-21,03:03:41
SI454,Sydney,SYD,Madrid,MAD,14163,Emirates,Airbus A380,First Class,973.95,188,84,2025-04-13,03:02:19,2025-04-13,06:58:22
SI213,New York,JFK,London,LHR,7314,AirAsia,Boeing 737,Business,720.21,134,17,2025-06-02,19:07:26,2025-06-02,21:09:20
AI861,Jakarta,CGK,New York,JFK,7850,Emirates,Boeing 777,Business,829.2,194,99,2025-03-09,10:53:52,2025-03-09,13:04:42
EM500,Tokyo,HND,Dubai,DXB,16702,Qatar Airways,Boeing 777,Business,856.17,197,26,2025-03-10,08:10:24,2025-03-10,12:48:46
GA819,Sydney,SYD,Dubai,DXB,17787,Garuda Indonesia,Boeing 777,First Class,961.36,169,91,2025-03-23,20:51:26,2025-03-24,01:47:53
AI868,Madrid,MAD,Sydney,SYD,10720,Garuda Indonesia,Boeing 787,Economy,283.16,175,82,2025-04-25,18:13:39,2025-04-25,21:12:19
QA802,Dubai,DXB,London,LHR,9487,Garuda Indonesia,Boeing 787,Economy,133.38,175,146,2025-04-21,09:43:34,2025-04-21,12:21:41
SI605,Tokyo,HND,London,LHR,16119,Emirates,Boeing 787,Premium Economy,499.25,107,49,2025-03-19,20:09:27,2025-03-20,00:38:06
EM894,New York,JFK,London,LHR,9418,Singapore Airlines,Boeing 787,Economy,221.38,154,70,2025-04-13,09:11:32,2025-04-13,11:48:30
SI700,Dubai,DXB,Tokyo,HND,10748,Emirates,Boeing 737,Premium Economy,576.17,151,144,2025-04-22,14:46:33,2025-04-22,17:45:41
AI557,Sydney,SYD,Dubai,DXB,12666,AirAsia,Boeing 737,Economy,150.97,164,144,2025-05-09,04:17:32,2025-05-09,07:48:38
GA515,New York,JFK,Madrid,MAD,16536,Emirates,Boeing 737,Economy,206.66,173,18,2025-04-24,20:12:31,2025-04-25,00:48:07
AI429,Madrid,MAD,London,LHR,9077,Garuda Indonesia,Airbus A320,Premium Economy,307.36,132,65,2025-05-29,03:52:38,2025-05-29,06:23:55
QA416,Madrid,MAD,Jakarta,CGK,14609,Garuda Indonesia,Boeing 737,First Class,974.16,123,120,2025-03-22,05:18:45,2025-03-22,09:22:14
QA821,New York,JFK,Sydney,SYD,16992,Emirates,Boeing 737,First Class,938.0,185,44,2025-03-20,11:50:43,2025-03-20,16:33:55
QA619,New York,JFK,London,LHR,10344,Garuda Indonesia,Boeing 777,Business,873.04,161,69,2025-05-27,11:16:17,2025-05-27,14:08:41
AI799,London,LHR,Tokyo,HND,17816,AirAsia,Airbus A380,First Class,953.99,188,171,2025-05-20,15:53:28,2025-05-20,20:50:24
GA431,Sydney,SYD,London,LHR,8251,Emirates,Boeing 777,Economy,113.95,133,103,2025-05-04,11:12:02,2025-05-04,13:29:33
EM738,Dubai,DXB,London,LHR,10311,Garuda Indonesia,Boeing 787,Business,708.26,106,12,2025-05-07,20:14:54,2025-05-07,23:06:45
QA438,London,LHR,Tokyo,HND,8961,Garuda Indonesia,Boeing 787,Business,710.16,177,111,2025-05-18,07:39:51,2025-05-18,10:09:12
QA970,London,LHR,Madrid,MAD,13182,AirAsia,Boeing 787,Business,859.26,185,185,2025-04-12,12:59:20,2025-04-12,16:39:02
QA230,Sydney,SYD,Madrid,MAD,15561,AirAsia,Airbus A380,Premium Economy,531.07,111,44,2025-03-31,13:03:00,2025-03-31,17:22:21
AI198,Dubai,DXB,Tokyo,HND,12993,Qatar Airways,Boeing 777,Premium Economy,475.35,191,29,2025-04-19,03:52:31,2025-04-19,07:29:04
SI828,New York,JFK,Dubai,DXB,7594,AirAsia,Airbus A380,Premium Economy,320.12,128,106,2025-05-03,09:04:03,2025-05-03,11:10:37
SI152,Madrid,MAD,Sydney,SYD,15374,Emirates,Airbus A380,Business,895.51,154,141,2025-04-01,05:49:19,2025-04-01,10:05:33
EM895,Tokyo,HND,London,LHR,15715,Garuda Indonesia,Boeing 777,Business,739.54,154,19,2025-04-05,23:52:39,2025-04-06,04:14:34
QA827,Madrid,MAD,Tokyo,HND,10498,AirAsia,Boeing 787,Premium Economy,579.18,119,69,2025-03-11,17:15:41,2025-03-11,20:10:39
GA740,Sydney,SYD,Madrid,MAD,8041,Qatar Airways,Airbus A320,Business,740.99,132,67,2025-05-01,10:16:35,2025-05-01,12:30:36
SI890,London,LHR,Jakarta,CGK,9263,AirAsia,Boeing 787,Premium Economy,589.75,138,44,2025-04-29,19:04:55,2025-04-29,21:39:18
SI603,Madrid,MAD,Tokyo,HND,8353,AirAsia,Boeing 737,Business,727.71,113,28,2025-04-13,04:10:24,2025-04-13,06:29:37
SI357,Dubai,DXB,Sydney,SYD,15984,AirAsia,Airbus A320,Economy,279.07,185,18,2025-04-05,14:35:34,2025-04-05,19:01:58
QA709,Sydney,SYD,London,LHR,17237,Emirates,Boeing 777,Economy,276.17,180,131,2025-05-13,22:57:59,2025-05-14,03:45:16
AI934,New York,JFK,London,LHR,15522,Qatar Airways,Boeing 787,First Class,997.52,140,127,2025-05-05,08:02:15,2025-05-05,12:20:57
EM318,Tokyo,HND,Dubai,DXB,16123,AirAsia,Airbus A380,Premium Economy,477.09,116,75,2025-04-06,05:11:03,2025-04-06,09:39:46
GA133,Jakarta,CGK,Madrid,MAD,9296,Emirates,Boeing 737,Economy,170.77,139,17,2025-05-12,05:32:56,2025-05-12,08:07:52
GA252,Madrid,MAD,Jakarta,CGK,11147,Emirates,Airbus A380,Economy,162.94,195,161,2025-05-21,00:01:38,2025-05-21,03:07:25
GA408,New York,JFK,Jakarta,CGK,16279,Singapore Airlines,Boeing 787,Business,820.08,164,10,2025-03-29,13:05:26,2025-03-29,17:36:45
QA269,Madrid,MAD,New York,JFK,8545,Qatar Airways,Boeing 777,Premium Economy,583.14,197,36,2025-04-21,21:10:06,2025-04-21,23:32:31
EM315,New York,JFK,Jakarta,CGK,12588,Garuda Indonesia,Boeing 777,Business,793.79,200,113,2025-03-13,23:31:01,2025-03-14,03:00:49
SI747,Tokyo,HND,London,LHR,12786,Qatar Airways,Airbus A380,Economy,131.5,124,44,2025-04-18,06:42:58,2025-04-18,10:16:04
GA691,Jakarta,CGK,Dubai,DXB,10964,Garuda Indonesia,Boeing 787,First Class,952.42,176,149,2025-05-31,10:36:48,2025-05-31,13:39:32
AI907,Sydney,SYD,New York,JFK,9170,Emirates,Boeing 777,Business,897.83,102,46,2025-03-24,06:33:31,2025-03-24,09:06:21
AI518,Madrid,MAD,Jakarta,CGK,9699,Qatar Airways,Boeing 777,Premium Economy,310.79,132,124,2025-05-30,18:46:49,2025-05-30,21:28:28
GA839,New York,JFK,London,LHR,13157,Garuda Indonesia,Boeing 777,Economy,272.23,133,103,2025-03-26,07:11:40,2025-03-26,10:50:57
AI144,Sydney,SYD,Madrid,MAD,9634,Singapore Airlines,Airbus A380,First Class,972.39,103,57,2025-04-22,10:26:49,2025-04-22,13:07:23
AI127,Sydney,SYD,Madrid,MAD,16312,Singapore Airlines,Boeing 737,Economy,179.64,153,133,2025-04-14,02:22:31,2025-04-14,06:54:23
AI192,Jakarta,CGK,Sydney,SYD,7674,Emirates,Airbus A380,First Class,943.38,118,116,2025-05-23,13:46:29,2025-05-23,15:54:23
EM118,Madrid,MAD,Dubai,DXB,15437,Emirates,Boeing 787,First Class,929.55,148,27,2025-04-12,06:45:36,2025-04-12,11:02:53
SI130,Madrid,MAD,Tokyo,HND,9746,Singapore Airlines,Airbus A380,Business,720.3,116,107,2025-03-24,05:27:27,2025-03-24,08:09:53
GA424,Tokyo,HND,Sydney,SYD,14112,AirAsia,Boeing 737,Business,620.03,114,44,2025-03-25,22:16:41,2025-03-26,02:11:53
GA836,London,LHR,Dubai,DXB,9673,Qatar Airways,Boeing 787,Premium Economy,563.45,178,120,2025-04-20,04:48:56,2025-04-20,07:30:09
GA638,Dubai,DXB,Tokyo,HND,11533,Emirates,Boeing 777,Premium Economy,459.63,154,21,2025-03-19,01:23:28,2025-03-19,04:35:41
QA123,Dubai,DXB,Sydney,SYD,16599,Singapore Airlines,Boeing 787,First Class,987.94,130,69,2025-04-05,02:22:44,2025-04-05,06:59:23
GA887,Tokyo,HND,New York,JFK,13978,AirAsia,Airbus A380,Economy,299.33,169,13,2025-04-07,13:35:36,2025-04-07,17:28:34
AI683,Sydney,SYD,London,LHR,17359,Emirates,Boeing 737,Business,632.35,119,106,2025-04-27,04:12:43,2025-04-27,09:02:02
EM693,London,LHR,Dubai,DXB,17829,Garuda Indonesia,Boeing 777,Business,810.12,129,90,2025-03-12,00:28:59,2025-03-12,05:26:08
GA965,London,LHR,Jakarta,CGK,16523,Qatar Airways,Airbus A380,First Class,924.15,111,12,2025-06-02,13:07:33,2025-06-02,17:42:56
QA878,Tokyo,HND,Jakarta,CGK,17507,Qatar Airways,Boeing 737,Business,617.48,153,26,2025-04-17,14:42:33,2025-04-17,19:34:20
QA344,Tokyo,HND,Sydney,SYD,7672,Garuda Indonesia,Boeing 777,First Class,954.5,184,76,2025-05-20,10:22:23,2025-05-20,12:30:15
GA821,Sydney,SYD,New York,JFK,13982,Qatar Airways,Boeing 737,Business,829.91,120,88,2025-03-08,02:16:39,2025-03-08,06:09:41
GA577,New York,JFK,Madrid,MAD,14995,Garuda Indonesia,Boeing 787,Economy,169.8,184,49,2025-04-14,19:44:13,2025-04-14,23:54:08
QA995,New York,JFK,London,LHR,12203,Garuda Indonesia,Airbus A380,Economy,141.6,196,105,2025-03-24,22:03:42,2025-03-25,01:27:05
EM107,Jakarta,CGK,Sydney,SYD,17083,Singapore Airlines,Airbus A320,First Class,928.62,172,41,2025-03-29,01:34:57,2025-03-29,06:19:40
EM934,Dubai,DXB,Sydney,SYD,12045,Singapore Airlines,Airbus A320,First Class,927.77,109,92,2025-05-09,02:27:23,2025-05-09,05:48:08
GA466,Sydney,SYD,Madrid,MAD,9253,Qatar Airways,Airbus A320,Economy,291.27,117,100,2025-03-06,06:38:05,2025-03-06,09:12:18
